query_id,query,pool_rank,doc_id,title,snippet,source_modes,best_rank,rank_baseline,rank_ltr,rank_adaptive,rank_hybrid,rank_cross_encoder,previous_label,manual_label,notes
5,cooking pasta recipes,10,67325,Spaghetti Warehouse Recipes,"You will love this caprese inspired bruschetta. The Spaghetti Warehouse is known for their amazing homemade sauces, and their hot sour dough bread that is served with every meal. They also make some wonderful appetizers, and this Spaghetti Warehouse Stuffed Bruschetta is no exception. Made with Baguettes, fresh Mozzarella cheese, fresh basil, and a balsamic vinegar reduction. If you haven't done a lot of cooking this recipe is very easy to prepare for the novice chef.",baseline,4,4,,,,,,2,
5,cooking pasta recipes,11,98501,what is pasta olio,"Aglio e olio is a conventional Italian pasta dish that is frequently associated with rural home-style cooking, also known as cucina rustica. The sauce recipe has several variations, but all versions include olive oil (olio), garlic (aglio) and cheese.",cross_encoder,4,,,,,4,,2,
5,cooking pasta recipes,12,56926,Tailgating Finger Food Recipes,"Tailgate Finger Food Idea: Nachos. Nachos are another quick and easy favorite. You'll need processed cheese spread such as velveeta, a can of diced tomatoes and chilis, corn chips, and sliced jalapenos if you like some extra spice. Dice the cheese, add the tomatoes and chilis, heat to melt, and serve over corn chips.",baseline,5,5,,,,,,0,
5,cooking pasta recipes,13,80063,dried beef recipes casseroles,"1 Cook and stir until smooth. 2 Stir in the cream of mushroom soup, and then the dried beef. 3 Stir into the noodles in the casserole dish, and top with crushed potato chips. 4 Bake for 30 minutes in the preheated oven, until the sauce is thick and bubbling, and top is toasted.",baseline,6,6,,,,,,2,
5,cooking pasta recipes,14,49493,homemade alfredo pizza sauce recipes,"1 To Make Sauce: Melt butter in a small saucepan over medium heat. 2 Blend in salt, pepper and flour, then stir in the milk and Romano cheese. 3 Simmer, stirring constantly, until thickened. 4 Remove from heat, cover and set aside. 5 To Make the Garlic Butter: Melt the",baseline,7,7,,,,,,0,
5,cooking pasta recipes,15,93748,tuna and sweetcorn and mayo pasta,"1 Add the pasta and cook according to packet instructions until al dente (tender to the bite), then carefully drain using a colander. 2 Put the pasta back into the saucepan and add the spring onions, tuna, sweetcorn, and mayonnaise, and mix everything together. METHOD. 1 Trim away the root ends and the dark green leaves from the spring onions, then finely slice and set aside. 2 Fill a large saucepan to three-quarters full with water and bring to the boil....",cross_encoder,7,,,,,7,,2,
5,cooking pasta recipes,16,91047,what is gemelli pasta,"Gemelli is a kind of pasta that is made out of short pieces of pasta that are shaped, on the horizontal plane, like the letter s... This pasta is then twisted, creating a visual effect of two tubes of pasta that are twisted together. When pasta of any kind, including gemelli, is served in a salad, whether the pasta is the key ingredient or just one of many ingredients, the pasta is almost always cooked, drained, and cooled before being coupled with the other ingredients.","ltr,adaptive,hybrid,cross_encoder",8,,8,8,8,10,,2,
5,cooking pasta recipes,17,22590,what kind of pasta is ziti,"Email. Print. A type of pasta that is shaped like thin tubular pieces of pasta that are approximately 1/4-inch in diameter and available in long or cut lengths. If ziti is unavailable, other types of tubular pasta, such as penne, mostaccioli or rigatoni may be substituted","ltr,adaptive,hybrid",9,,9,9,10,,,0,
5,cooking pasta recipes,18,52885,what is quinoa pasta made from,"Check out this page at Amazon.com. Quinoa Pasta is a type of pasta product that is made with quinoa flour (type of flour made by grinding the seeds of the quinoa plant) instead of the traditional ingredient of wheat. 1/2 teaspoon of salt. 1 large egg. 2 teaspoon of extra virgin olive oil. 1 tablespoon of water. Flour for kneading (1/4 cup quinoa floor, 2 tablespoon tapioca and 1 teaspoon potato flour)....","ltr,adaptive,hybrid",9,,10,10,9,,,0,
5,cooking pasta recipes,19,55480,does pasta contain gluten,"Gluten. Gluten is a protein found in wheat and related grains in the wheat family like barley, rye, spelt, faro and bulgur. Foods made from wheat such as breads, cereals and pasta, contain gluten. Most people enjoy products that contain gluten without any side effects.",baseline,9,9,,,,,,0,
5,cooking pasta recipes,20,76519,what is orecchiette pasta,"Orecchiette (Italian pronunciation: [orekˈkjɛtte] ; singular orecchietta; from Italian orecchia, meaning ear, and-etta, meaning small) is a variety of home-made pasta typical of Apulia, a region of southern Italy. The Italian cookbook Il cucchiaio d'argento (with an English translation The Silver Spoon, 2005, Phaidon) suggests that orecchiette are ideal for vegetable sauces. In China, a similar type of pasta is called 猫耳朵 (māo ěr duǒ, literally, cat's ears).",cross_encoder,9,,,,,9,,0,
6,investment strategies,1,41208,what does adaptive allocation mean,"That strategy was called Adaptive Asset Allocation™ (AAA). Since 2004, public access to the discoveries and advances made at the Institute has been provided through its affiliates Compass Investors, LLC and Reallocation Strategies, LLC. Compass Investors offers an AAA service called Horizon ™. In the late 1990s the Compass Institute was formed to search for a way to overcome the flaws inherent in traditional asset allocation investment strategies such as LifeCycle and Target Date Funds (TDF).","baseline,ltr,adaptive,hybrid,cross_encoder",1,1,7,1,3,1,,2,
6,investment strategies,2,44863,in accounting term what is investment cost definition,"Investment. Definition: An investment is a payment made to acquire the securities of other entities, with the objective of earning a return. Examples are bonds, common stock, and preferred stock. There are two ways to earn a return on an investment, which are from ongoing payments issued by the investment or through the appreciation in value of the asset. The concept can also mean the acquisition of fixed assets for internal use, also","ltr,hybrid,cross_encoder",1,,1,,1,3,,2,
6,investment strategies,3,101918,definition of investment company,"investment company. A firm in which investors pool their funds to allow for diversification and professional management. Because individual firms often specialize in particular types of investments, the potential returns and risks vary considerably among firms. For example, a single investment company might offer an aggressive-growth fund, a growth and income fund, a US Treasury bond fund, and a money market fund....","baseline,ltr,adaptive,hybrid,cross_encoder",2,10,2,10,2,2,,2,
6,investment strategies,4,34252,definition for strategies,A coach discusses strategy with his team. The definition of strategy is a military plan for positioning troops for battle. An example of strategy is the general's order for his troops to move south towards the enemy line. Strategy is defined as a plan of action. An example of a strategy is the soccer team using a specific play from their coach in order to win.,"baseline,adaptive",2,2,,4,,,,2,
6,investment strategies,5,75470,investment indebtedness definition,Investment Indebtedness Law & Legal Definition. Investment indebtedness refers to debt incurred by a taxpayer to acquire or carry assets that may produce income. The amount of investment indebtedness is limited by the Internal Revenue Code.,"baseline,ltr,adaptive,hybrid",2,5,6,2,8,,,2,
6,investment strategies,6,42039,strategies for dealing with sibling rivalry,"When there are sibling conflicts, it is important to hear each child's version of what happened, and then to express your understanding of each child's feelings. No one wants to feel misunderstood, and if each of your children feels listened to and valued, sibling rivalry will tend to decrease. 2. Sibling rivalry: it can turn your home from a peaceful place to a war zone. We all want our children to get along.","baseline,adaptive",3,3,,5,,,,2,
6,investment strategies,7,74125,accumulation investment definition,DEFINITION of 'Accumulation'. 1. An individual investor's cash contributions to invest in securities over a period of time in order to build a portfolio of desired value. Dividends and capital gains are also reinvested during this process. 2.,"baseline,adaptive",3,4,,3,,,,2,
